;Wartoscmierzona;PomiarV;PomiarInt
0;0;-0.06918961149937437;-369
1;0;-0.06787707144383069;-368
2;0;-0.06975212866603596;-376
3;0;-0.06881460005493331;-368
4;0;-0.0693771172215949;-361
5;0;-0.0686270943327128;-368
6;0;-0.07087716299935912;-365
7;0;-0.0693771172215949;-366
8;0;-0.06843958861049226;-365
9;0;-0.07031464583269753;-426
10;0;-0.06900210577715385;-369
11;0;-0.06825208288827174;-362
12;0;-0.06825208288827174;-366
13;0;-0.07143968016602069;-377
14;0;-0.0693771172215949;-373
15;0;-0.0693771172215949;-357
16;0;-0.0686270943327128;-373
17;0;-0.07087716299935912;-365
18;0;-0.06956462294381542;-363
19;0;-0.06918961149937437;-357
20;5.79;-0.13762920010986662;-767
21;5.79;-0.5927055879390851;-769
22;5.79;-0.13706668294320506;-747
23;5.79;-0.14700448622089296;-746
24;5.79;-0.14550444044312874;-847
25;5.79;-0.23719473860896634;-747
26;5.79;-0.1372541886654256;-746
27;5.79;-0.13950425733207192;-746
28;5.79;-0.1513171178319651;-1894
29;5.79;-0.1380042115543077;-760
30;5.79;-0.1381917172765282;-739
31;5.79;-0.1436293832209235;-746
32;5.79;-0.1815055391094699;-845
33;5.79;-0.14381688894314404;-756
34;5.79;-0.14325437177648245;-732
35;5.79;-0.13425409710989716;-686
36;5.79;-0.14381688894314404;-1596
37;5.79;-0.14475441755424664;-746
38;5.79;-0.13706668294320506;-767
39;5.79;-0.1361291543321024;-772
40;4.5;-0.09075276955473495;-484
41;4.5;-0.09075276955473495;-484
42;4.5;-0.09075276955473495;-484
43;4.5;-0.09169029816583758;-484
44;4.5;-0.09075276955473495;-484
45;4.5;-0.09075276955473495;-484
46;4.5;-0.09075276955473495;-484
47;4.5;-0.09075276955473495;-484
48;4.5;-0.09075276955473495;-484
49;4.5;-0.09075276955473495;-484
50;4.5;-0.09075276955473495;-484
51;4.5;-0.11381597338785973;-484
52;4.5;-0.09075276955473495;-484
53;4.5;-0.09075276955473495;-484
54;4.5;-0.09075276955473495;-484
55;4.5;-0.08700265511032441;-484
56;4.5;-0.09075276955473495;-484
57;4.5;-0.09075276955473495;-484
58;4.5;-0.09075276955473495;-509
59;4.5;-0.09075276955473495;-484
